fid,cellcode,bati_mean,bati_media,morska_mea,morska_med,geometry
210,10kmE475N232,-34.92014246980702,-26.96854305267334,3.485409652076319,4,"list(c(405769.0163, 406579.8391, 416526.6453, 415715.3545, 405769.0163, 4857582.2854, 4867566.5938, 4866712.4159, 4856728.6289, 4857582.2854))"
211,10kmE475N233,2.323786698966891,1.43774425983429,1.435754189944134,1,"list(c(406579.8391, 407391.6357, 417338.904, 416526.6453, 406579.8391, 4867566.5938, 4877550.2731, 4876695.5762, 4866712.4159, 4867566.5938))"
213,10kmE475N235,51.77592571710874,56.13487434387207,1,1,"list(c(408204.4043, 409018.1435, 418966.3183, 418152.1288, 408204.4043, 4887533.3299, 4897515.7708, 4896660.043, 4886678.1164, 4887533.3299))"
214,10kmE475N236,6.062227415206069,3.042886018753052,2.822769953051643,4,"list(c(409018.1435, 409832.8515, 419781.4707, 418966.3183, 409018.1435, 4897515.7708, 4907497.6021, 4906641.3625, 4896660.043, 4897515.7708))"
215,10kmE475N237,63.76460273494937,47.63987350463867,3.256521739130435,4,"list(c(409832.8515, 410648.5267, 420597.5845, 419781.4707, 409832.8515, 4907497.6021, 4917478.8303, 4916622.0814, 4906641.3625, 4907497.6021))"
236,10kmE476N223,-144.3196691160202,-149.1609878540039,4.021608643457383,4,"list(c(408457.5553, 409260.0631, 419202.3478, 418399.3155, 408457.5553, 4766845.2748, 4776834.9942, 4775983.8773, 4765994.6826, 4766845.2748))"
237,10kmE476N229,-173.7327468795101,-187.91754150390625,5.12874850059976,5,"list(c(413287.305, 414095.6827, 424040.9908, 423232.124, 413287.305, 4826773.4433, 4836759.1491, 4835904.9339, 4825919.7385, 4826773.4433))"
238,10kmE476N230,-58.59724382420685,-55.070213317871094,4.548853016142735,5,"list(c(414095.6827, 414905.0331, 424850.8244, 424040.9908, 414095.6827, 4836759.1491, 4846744.2088, 4845889.4855, 4835904.9339, 4836759.1491))"
239,10kmE476N231,-71.33516180285238,-79.06620025634766,4.689922480620155,5,"list(c(414905.0331, 415715.3545, 425661.6231, 424850.8244, 414905.0331, 4846744.2088, 4856728.6289, 4855873.3998, 4845889.4855, 4846744.2088))"
240,10kmE476N232,-5.296573045880653,-9.736565113067627,2.616323417238749,2,"list(c(415715.3545, 416526.6453, 426473.3854, 425661.6231, 415715.3545, 4856728.6289, 4866712.4159, 4865856.6835, 4855873.3998, 4856728.6289))"
243,10kmE476N235,9.11235631438031,10.607572555541992,1.337552742616034,1,"list(c(418152.1288, 418966.3183, 428914.4372, 428099.794, 418152.1288, 4886678.1164, 4896660.043, 4895802.815, 4885821.3845, 4886678.1164))"
244,10kmE476N236,-0.671385721690742,-2.474478125572205,1.425,1,"list(c(418966.3183, 419781.4707, 429730.0375, 428914.4372, 418966.3183, 4896660.043, 4906641.3625, 4905783.6407, 4895802.815, 4896660.043))"
267,10kmE477N229,-132.51161566371238,-112.31486892700195,4.911344537815126,4,"list(c(423232.124, 424040.9908, 433986.2525, 433176.8932, 423232.124, 4825919.7385, 4835904.9339, 4835049.1053, 4825064.4024, 4825919.7385))"
268,10kmE477N230,-51.04414003857403,-60.756900787353516,4.298636363636364,5,"list(c(424040.9908, 424850.8244, 434796.5727, 433986.2525, 424040.9908, 4835904.9339, 4845889.4855, 4845033.1669, 4835049.1053, 4835904.9339))"
269,10kmE477N231,-28.617002868555346,-17.70153045654297,3.262916939175932,4,"list(c(424850.8244, 425661.6231, 435607.8522, 434796.5727, 424850.8244, 4845889.4855, 4855873.3998, 4855016.5936, 4845033.1669, 4845889.4855))"
270,10kmE477N232,21.825941678452057,17.079729080200195,2.295238095238095,2,"list(c(425661.6231, 426473.3854, 436420.0892, 435607.8522, 425661.6231, 4855873.3998, 4865856.6835, 4864999.3919, 4855016.5936, 4855873.3998))"
273,10kmE477N235,12.54149980737115,11.766607761383057,1,1,"list(c(428099.794, 428914.4372, 438862.5302, 438047.4299, 428099.794, 4885821.3845, 4895802.815, 4894944.0819, 4884963.1296, 4885821.3845))"
298,10kmE478N222,-130.92853506244833,-127.90463256835937,4.158908507223114,4,"list(c(427538.4174, 428341.0055, 438282.6554, 437479.53, 427538.4174, 4755152.9754, 4765142.3506, 4764288.2744, 4754299.3901, 4755152.9754))"
299,10kmE478N223,-124.01885635639927,-125.40892028808594,4.049186991869918,4,"list(c(428341.0055, 429144.5659, 439086.7471, 438282.6554, 428341.0055, 4765142.3506, 4775131.0388, 4774276.474, 4764288.2744, 4765142.3506))"
300,10kmE478N229,-122.40349406829026,-125.92442321777344,4.265722615576843,4,"list(c(433176.8932, 433986.2525, 443931.4977, 443121.6425, 433176.8932, 4825064.4024, 4835049.1053, 4834191.6588, 4824207.4302, 4825064.4024))"
301,10kmE478N230,-39.9584461733719,-42.2875862121582,3.461985472154964,4,"list(c(433986.2525, 434796.5727, 444742.308, 443931.4977, 433986.2525, 4835049.1053, 4845033.1669, 4844175.2483, 4834191.6588, 4835049.1053))"
302,10kmE478N231,-6.356038090885465,-4.351789474487305,2.715883668903803,2,"list(c(434796.5727, 435607.8522, 445554.0715, 444742.308, 434796.5727, 4845033.1669, 4855016.5936, 4854158.2054, 4844175.2483, 4845033.1669))"
328,10kmE479N222,-102.57706084789915,-100.54116821289062,4.985565356856456,5,"list(c(437479.53, 438282.6554, 448224.2949, 447420.6289, 437479.53, 4754299.3901, 4764288.2744, 4763432.4492, 4753444.0378, 4754299.3901))"
329,10kmE479N223,-109.64330958013404,-110.81359100341797,4.971947194719472,5,"list(c(438282.6554, 439086.7471, 449028.9213, 448224.2949, 438282.6554, 4764288.2744, 4774276.474, 4773420.1783, 4763432.4492, 4764288.2744))"
330,10kmE479N228,-132.39083971187154,-141.76583862304687,4.253504205046055,4,"list(c(442312.7438, 443121.6425, 453066.4018, 452256.9979, 442312.7438, 4814222.5561, 4824207.4302, 4823348.8173, 4813364.4019, 4814222.5561))"
331,10kmE479N229,-76.40317314676666,-80.76812744140625,4.321059164253207,4,"list(c(443121.6425, 443931.4977, 453876.7564, 453066.4018, 443121.6425, 4824207.4302, 4834191.6588, 4833332.5895, 4823348.8173, 4824207.4302))"
332,10kmE479N230,-20.254700844822423,-13.828832626342773,2.770384866275277,2,"list(c(443931.4977, 444742.308, 454688.06, 453876.7564, 443931.4977, 4834191.6588, 4844175.2483, 4843315.7251, 4833332.5895, 4834191.6588))"
333,10kmE479N231,21.2282549798644,22.5941104888916,1.897058823529412,1,"list(c(444742.308, 445554.0715, 455500.3112, 454688.06, 444742.308, 4844175.2483, 4854158.2054, 4853298.2306, 4843315.7251, 4844175.2483))"
361,10kmE480N228,-59.77458229810962,-42.461204528808594,4.279951836243227,5,"list(c(452256.9979, 453066.4018, 463011.2011, 462201.2885, 452256.9979, 4813364.4019, 4823348.8173, 4822488.5589, 4812504.5842, 4813364.4019))"
362,10kmE480N229,7.628268898385143,6.834045886993408,1.827586206896552,1,"list(c(453066.4018, 453876.7564, 463822.0584, 463011.2011, 453066.4018, 4823348.8173, 4833332.5895, 4832471.8928, 4822488.5589, 4823348.8173))"
363,10kmE480N230,22.536476743541577,23.501766204833984,2.75,3,"list(c(453876.7564, 454688.06, 464633.8589, 463822.0584, 453876.7564, 4833332.5895, 4843315.7251, 4842454.5925, 4832471.8928, 4833332.5895))"
393,10kmE481N222,-87.98173149107711,-96.2991943359375,4.94465730097914,5,"list(c(457361.744, 458165.954, 468107.6625, 467302.9051, 457361.744, 4752586.9137, 4762574.8703, 4761715.533, 4751728.0131, 4752586.9137))"
394,10kmE481N223,-64.19837834717684,-80.88972091674805,4.806800618238022,5,"list(c(458165.954, 458971.1185, 468913.3685, 468107.6625, 458165.954, 4762574.8703, 4772562.147, 4771702.3752, 4761715.533, 4762574.8703))"
395,10kmE481N227,-84.22577803743067,-106.85879898071289,4.287201735357917,4,"list(c(461392.3224, 462201.2885, 472145.6456, 471336.1615, 461392.3224, 4802519.9622, 4812504.5842, 4811643.0983, 4801658.9013, 4802519.9622))"
396,10kmE481N228,11.399069344095487,13.020721912384033,3.139671361502347,4,"list(c(462201.2885, 463011.2011, 472956.0702, 472145.6456, 462201.2885, 4812504.5842, 4822488.5589, 4821626.6504, 4811643.0983, 4812504.5842))"
426,10kmE482N223,-23.15864828292072,-4.810523509979248,4.35016835016835,5,"list(c(468107.6625, 468913.3685, 478855.7011, 478049.4502, 468107.6625, 4761715.533, 4771702.3752, 4770840.8583, 4760854.4325, 4761715.533))"
427,10kmE482N224,-86.05110038390373,-87.73893356323242,4.970811675329868,5,"list(c(468913.3685, 469720.0214, 479662.893, 478855.7011, 468913.3685, 4771702.3752, 4781688.5463, 4780826.6154, 4770840.8583, 4771702.3752))"
428,10kmE482N227,-57.49462952706266,-64.75235366821289,4.182722513089005,4,"list(c(471336.1615, 472145.6456, 482090.099, 481280.0935, 471336.1615, 4801658.9013, 4811643.0983, 4810779.9393, 4800796.1493, 4801658.9013))"
429,10kmE482N228,-24.790660917645027,-10.758067607879639,3.371394230769231,4,"list(c(472145.6456, 472956.0702, 482901.0391, 482090.099, 472145.6456, 4811643.0983, 4821626.6504, 4820763.0868, 4810779.9393, 4811643.0983))"
430,10kmE482N229,38.48822935933001,40.199554443359375,3,3,"list(c(472956.0702, 473767.4337, 483712.9122, 482901.0391, 472956.0702, 4821626.6504, 4831609.564, 4830745.5982, 4820763.0868, 4821626.6504))"
455,10kmE483N216,-115.5847035571605,-115.17242813110352,4.9684,5,"list(c(472432.1777, 473231.7964, 483170.2798, 482370.0714, 472432.1777, 4690930.1759, 4700921.4666, 4700061.0375, 4690070.1615, 4690930.1759))"
456,10kmE483N223,-82.92020562941386,-98.4569091796875,4.758980785296575,5,"list(c(478049.4502, 478855.7011, 488798.1463, 487991.3471, 478049.4502, 4760854.4325, 4770840.8583, 4769977.5915, 4759991.5641, 4760854.4325))"
457,10kmE483N224,-85.79777137122414,-88.4808349609375,4.97181964573269,5,"list(c(478855.7011, 479662.893, 489605.8806, 488798.1463, 478855.7011, 4770840.8583, 4780826.6154, 4779962.9525, 4769977.5915, 4770840.8583))"
458,10kmE483N225,-77.97440140632409,-82.4150161743164,4.886542443064182,5,"list(c(479662.893, 480471.0244, 490414.5485, 489605.8806, 479662.893, 4780826.6154, 4790811.7102, 4789947.6537, 4779962.9525, 4780826.6154))"
459,10kmE483N226,-78.25798214862962,-83.39613342285156,4.791649441918148,5,"list(c(480471.0244, 481280.0935, 491224.1484, 490414.5485, 480471.0244, 4790811.7102, 4800796.1493, 4799931.7015, 4789947.6537, 4790811.7102))"
460,10kmE483N227,-41.8695506778184,-55.685386657714844,3.792067307692307,4,"list(c(481280.0935, 482090.099, 492034.6786, 491224.1484, 481280.0935, 4800796.1493, 4810779.9393, 4809915.1026, 4799931.7015, 4800796.1493))"
461,10kmE483N228,-42.660288087472544,-50.755849838256836,3.622157716497339,4,"list(c(482090.099, 482901.0391, 492846.1376, 492034.6786, 482090.099, 4810779.9393, 4820763.0868, 4819897.8634, 4809915.1026, 4810779.9393))"
462,10kmE483N229,20.59046202967565,25.193615913391113,2.370431893687708,2,"list(c(482901.0391, 483712.9122, 493658.5238, 492846.1376, 482901.0391, 4820763.0868, 4830745.5982, 4829879.9906, 4819897.8634, 4820763.0868))"
484,10kmE484N216,-146.36632043967035,-142.0718536376953,4.984793917567027,5,"list(c(482370.0714, 483170.2798, 493108.8816, 492308.0803, 482370.0714, 4690070.1615, 4700061.0375, 4699198.7275, 4689208.2482, 4690070.1615))"
485,10kmE484N224,-75.95632465686619,-81.00480651855469,4.886372826526486,5,"list(c(488798.1463, 489605.8806, 499549.0141, 498740.7339, 488798.1463, 4769977.5915, 4779962.9525, 4779097.553, 4769112.57, 4769977.5915))"
486,10kmE484N225,-43.032520823457304,-50.2987060546875,4.106813996316759,4,"list(c(489605.8806, 490414.5485, 500358.222, 499549.0141, 489605.8806, 4779962.9525, 4789947.6537, 4789081.8785, 4779097.553, 4779962.9525))"
487,10kmE484N226,-52.99391662849673,-82.3355484008789,4.0448533640023,4,"list(c(490414.5485, 491224.1484, 501168.356, 500358.222, 490414.5485, 4789947.6537, 4799931.7015, 4799065.553, 4789081.8785, 4789947.6537))"
488,10kmE484N227,-28.764489014442088,-34.38341522216797,3.766773162939297,4,"list(c(491224.1484, 492034.6786, 501979.4144, 501168.356, 491224.1484, 4799931.7015, 4809915.1026, 4809048.5831, 4799065.553, 4799931.7015))"
489,10kmE484N228,-34.84028885753087,-48.594106674194336,3.567101584342964,4,"list(c(492034.6786, 492846.1376, 502791.3958, 501979.4144, 492034.6786, 4809915.1026, 4819897.8634, 4819030.9754, 4809048.5831, 4809915.1026))"
490,10kmE484N229,25.065302756637802,21.40816307067871,1.255208333333333,1,"list(c(492846.1376, 493658.5238, 503604.2985, 502791.3958, 492846.1376, 4819897.8634, 4829879.9906, 4829012.7364, 4819030.9754, 4819897.8634))"
510,10kmE485N220,-128.5705209261338,-137.24632263183594,4.765097875885048,5,"list(c(495516.9218, 496321.4754, 506262.5521, 505457.4258, 495516.9218, 4729165.9317, 4739153.6103, 4738287.9232, 4728300.6139, 4729165.9317))"
511,10kmE485N224,-67.4544450990106,-75.97746658325195,4.45223752151463,4,"list(c(498740.7339, 499549.0141, 509492.3233, 508683.4938, 498740.7339, 4769112.57, 4779097.553, 4778230.4119, 4768245.7889, 4769112.57))"
512,10kmE485N225,8.8583882080132,11.840434074401855,3.424096385542169,4,"list(c(499549.0141, 500358.222, 510302.0746, 509492.3233, 499549.0141, 4779097.553, 4789081.8785, 4788214.3798, 4778230.4119, 4779097.553))"
513,10kmE485N226,14.891946348607707,35.654354095458984,3.881627620221948,4,"list(c(500358.222, 501168.356, 511112.7461, 510302.0746, 500358.222, 4789081.8785, 4799065.553, 4798197.699, 4788214.3798, 4789081.8785))"
514,10kmE485N227,-0.273205056747251,-2.660599827766418,3.728915662650603,4,"list(c(501168.356, 501979.4144, 511924.3363, 511112.7461, 501168.356, 4799065.553, 4809048.5831, 4808180.3762, 4798197.699, 4799065.553))"
515,10kmE485N228,-6.494611479940246,-12.803122520446777,3.799239543726236,4,"list(c(501979.4144, 502791.3958, 512736.8435, 511924.3363, 501979.4144, 4809048.5831, 4819030.9754, 4818162.418, 4808180.3762, 4809048.5831))"
535,10kmE486N220,-122.8064860280889,-122.65978240966797,5.014394242303079,5,"list(c(505457.4258, 506262.5521, 516203.8208, 515398.1183, 505457.4258, 4728300.6139, 4738287.9232, 4737420.4176, 4727433.4597, 4728300.6139))"
536,10kmE486N222,-68.47984349732606,-99.382415771484375,4.376452753916119,5,"list(c(507068.6066, 507875.5877, 517817.9912, 517010.4456, 507068.6066, 4748274.5511, 4758260.5041, 4757392.3029, 4747406.6965, 4748274.5511))"
537,10kmE486N223,-50.207323628032775,-63.1784782409668,3.824202000952835,4,"list(c(507875.5877, 508683.4938, 518626.4559, 517817.9912, 507875.5877, 4758260.5041, 4768245.7889, 4767377.2433, 4757392.3029, 4758260.5041))"
538,10kmE486N224,-38.69842102002967,-61.19965744018555,3.844114528101803,4,"list(c(508683.4938, 509492.3233, 519435.8381, 518626.4559, 508683.4938, 4768245.7889, 4778230.4119, 4777361.5244, 4767377.2433, 4768245.7889))"
539,10kmE486N225,-11.223804989143813,-2.554446935653687,3.77363184079602,4,"list(c(509492.3233, 510302.0746, 520246.1363, 519435.8381, 509492.3233, 4778230.4119, 4788214.3798, 4787345.1527, 4777361.5244, 4778230.4119))"
540,10kmE486N226,28.73547170086212,26.663089752197266,3.884074941451991,4,"list(c(510302.0746, 511112.7461, 521057.3489, 520246.1363, 510302.0746, 4788214.3798, 4798197.699, 4797328.1347, 4787345.1527, 4788214.3798))"
541,10kmE486N227,-3.846072214601452,-13.791215896606445,3.859259259259259,4,"list(c(511112.7461, 511924.3363, 521869.4742, 521057.3489, 511112.7461, 4798197.699, 4808180.3762, 4807310.477, 4797328.1347, 4798197.699))"
542,10kmE486N228,35.796430472421136,39.48322105407715,3.622065727699531,4,"list(c(511924.3363, 512736.8435, 522682.5106, 521869.4742, 511924.3363, 4808180.3762, 4818162.418, 4817292.1862, 4807310.477, 4808180.3762))"
559,10kmE487N220,-100.49495499102015,-113.8532485961914,4.840748440748441,5,"list(c(515398.1183, 516203.8208, 526145.3112, 525339.029, 515398.1183, 4727433.4597, 4737420.4176, 4736551.0887, 4726564.4641, 4727433.4597))"
560,10kmE487N221,-88.50291435469249,-91.128875732421875,4.849898580121704,5,"list(c(516203.8208, 517010.4456, 526952.5098, 526145.3112, 516203.8208, 4737420.4176, 4747406.6965, 4746537.0366, 4736551.0887, 4737420.4176))"
561,10kmE487N222,-31.413786140121008,-17.628040313720703,3.737848605577689,4,"list(c(517010.4456, 517817.9912, 527760.6233, 526952.5098, 517010.4456, 4747406.6965, 4757392.3029, 4756522.3144, 4746537.0366, 4747406.6965))"
562,10kmE487N223,-41.973272291795055,-60.118011474609375,3.90051282051282,4,"list(c(517817.9912, 518626.4559, 528569.6501, 527760.6233, 517817.9912, 4757392.3029, 4767377.2433, 4766506.9285, 4756522.3144, 4757392.3029))"
563,10kmE487N224,-62.358587389224404,-66.60663604736328,3.945295404814004,4,"list(c(518626.4559, 519435.8381, 529379.5885, 528569.6501, 518626.4559, 4767377.2433, 4777361.5244, 4776490.8856, 4766506.9285, 4767377.2433))"
564,10kmE487N225,-42.40084461726718,-64.78447723388672,3.950317735413056,4,"list(c(519435.8381, 520246.1363, 530190.437, 529379.5885, 519435.8381, 4777361.5244, 4787345.1527, 4786474.1923, 4776490.8856, 4777361.5244))"
565,10kmE487N226,-42.183502634514376,-48.402488708496094,3.930374904361132,4,"list(c(520246.1363, 521057.3489, 531002.194, 530190.437, 520246.1363, 4787345.1527, 4797328.1347, 4796456.8551, 4786474.1923, 4787345.1527))"
566,10kmE487N227,-44.84402115317997,-61.530086517333984,3.848024316109422,4,"list(c(521057.3489, 521869.4742, 531814.8579, 531002.194, 521057.3489, 4797328.1347, 4807310.477, 4806438.8805, 4796456.8551, 4797328.1347))"
567,10kmE487N228,124.22201222038673,123.85891723632812,3.222222222222222,3,"list(c(521869.4742, 522682.5106, 532628.4272, 531814.8579, 521869.4742, 4807310.477, 4817292.1862, 4816420.2752, 4806438.8805, 4807310.477))"
583,10kmE488N220,-75.82956892285362,-100.77373886108398,4.781065088757397,5,"list(c(525339.029, 526145.3112, 536087.0532, 535280.1879, 525339.029, 4726564.4641, 4736551.0887, 4735679.9315, 4725693.6222, 4726564.4641))"
584,10kmE488N221,-64.114306617531,-67.79241943359375,4.687032967032967,5,"list(c(526145.3112, 526952.5098, 536894.8291, 536087.0532, 526145.3112, 4736551.0887, 4746537.0366, 4745665.5665, 4735679.9315, 4736551.0887))"
585,10kmE488N222,-23.91311210508719,-27.51598834991455,3.845100864553314,4,"list(c(526952.5098, 527760.6233, 537703.5139, 536894.8291, 526952.5098, 4746537.0366, 4756522.3144, 4755650.5336, 4745665.5665, 4746537.0366))"
586,10kmE488N223,-38.379740455210026,-56.47102928161621,3.857827476038339,4,"list(c(527760.6233, 528569.6501, 538513.1062, 537703.5139, 527760.6233, 4756522.3144, 4766506.9285, 4765634.8395, 4755650.5336, 4756522.3144))"
587,10kmE488N224,-73.63461754380177,-65.64430236816406,3.94792586054722,4,"list(c(528569.6501, 529379.5885, 539323.6043, 538513.1062, 528569.6501, 4766506.9285, 4776490.8856, 4775618.4907, 4765634.8395, 4766506.9285))"
588,10kmE488N225,-13.447302438255194,-47.122920989990234,3.919143876337693,4,"list(c(529379.5885, 530190.437, 540135.0066, 539323.6043, 529379.5885, 4776490.8856, 4786474.1923, 4785601.4938, 4775618.4907, 4776490.8856))"
589,10kmE488N226,-71.33458086290034,-70.2448616027832,3.96897663174859,4,"list(c(530190.437, 531002.194, 540947.3115, 540135.0066, 530190.437, 4786474.1923, 4796456.8551, 4795583.8553, 4785601.4938, 4786474.1923))"
590,10kmE488N227,14.289294305566516,-13.542584896087646,3.857587548638132,4,"list(c(531002.194, 531814.8579, 541760.5175, 540947.3115, 531002.194, 4796456.8551, 4806438.8805, 4805565.5819, 4795583.8553, 4796456.8551))"
606,10kmE489N220,-111.94282822532102,-114.50550079345703,5.012404961984794,5,"list(c(535280.1879, 536087.0532, 546029.0766, 545221.6247, 535280.1879, 4725693.6222, 4735679.9315, 4734806.9412, 4724820.9291, 4725693.6222))"
607,10kmE489N221,-69.85976399212426,-72.188446044921875,4.505099959200327,5,"list(c(536087.0532, 536894.8291, 546837.4332, 546029.0766, 536087.0532, 4735679.9315, 4745665.5665, 4744792.2812, 4734806.9412, 4735679.9315))"
608,10kmE489N222,-58.1244923371546,-65.30099105834961,3.933743492664458,4,"list(c(536894.8291, 537703.5139, 547646.6929, 546837.4332, 536894.8291, 4745665.5665, 4755650.5336, 4754776.9557, 4744792.2812, 4745665.5665))"
609,10kmE489N223,-6.270420102361159,-3.094901084899902,3.551462621885157,4,"list(c(537703.5139, 538513.1062, 548456.8541, 547646.6929, 537703.5139, 4755650.5336, 4765634.8395, 4764760.9713, 4754776.9557, 4755650.5336))"
610,10kmE489N224,-75.25757884923397,-79.82616424560547,3.84818339100346,4,"list(c(538513.1062, 539323.6043, 549267.9153, 548456.8541, 538513.1062, 4765634.8395, 4775618.4907, 4774744.3346, 4764760.9713, 4765634.8395))"
611,10kmE489N225,-15.019996306326746,-38.975833892822266,3.923076923076923,4,"list(c(539323.6043, 540135.0066, 550079.8749, 549267.9153, 539323.6043, 4775618.4907, 4785601.4938, 4784727.0521, 4774744.3346, 4775618.4907))"
612,10kmE489N226,-15.481358348212181,-35.24496650695801,3.889204545454545,4,"list(c(540135.0066, 540947.3115, 550892.7313, 550079.8749, 540135.0066, 4785601.4938, 4795583.8553, 4794709.1304, 4784727.0521, 4785601.4938))"
613,10kmE489N227,219.32127959761715,226.0851058959961,2.25,2,"list(c(540947.3115, 541760.5175, 551706.4829, 550892.7313, 540947.3115, 4795583.8553, 4805565.5819, 4804690.5762, 4794709.1304, 4795583.8553))"
627,10kmE490N221,-79.70951546159552,-81.72010040283203,4.767134268537074,5,"list(c(546029.0766, 546837.4332, 556780.3521, 555971.4114, 546029.0766, 4734806.9412, 4744792.2812, 4743917.1758, 4733932.1127, 4734806.9412))"
628,10kmE490N222,-64.9517587092639,-77.04932022094727,4.016891891891892,4,"list(c(546837.4332, 547646.6929, 557590.1901, 556780.3521, 546837.4332, 4744792.2812, 4754776.9557, 4753901.5757, 4743917.1758, 4744792.2812))"
629,10kmE490N223,7.231184277571773,4.536648750305176,2.922984356197353,2,"list(c(547646.6929, 548456.8541, 558400.9238, 557590.1901, 547646.6929, 4754776.9557, 4764760.9713, 4763885.3191, 4753901.5757, 4754776.9557))"
630,10kmE490N224,-50.96476616044872,-50.830726623535156,3.96902842596521,4,"list(c(548456.8541, 549267.9153, 559212.5517, 558400.9238, 548456.8541, 4764760.9713, 4774744.3346, 4773868.4124, 4763885.3191, 4764760.9713))"
631,10kmE490N225,-18.691801479890916,-27.173481941223145,3.824602707474985,4,"list(c(549267.9153, 550079.8749, 560025.072, 559212.5517, 549267.9153, 4774744.3346, 4784727.0521, 4783850.8624, 4773868.4124, 4774744.3346))"
632,10kmE490N226,134.81694275443644,129.793212890625,3.142857142857143,3,"list(c(550079.8749, 550892.7313, 560838.4833, 560025.072, 550079.8749, 4784727.0521, 4794709.1304, 4793832.6755, 4783850.8624, 4784727.0521))"
646,10kmE491N223,-17.584705969779122,-7.677695751190186,3.726679104477612,4,"list(c(557590.1901, 558400.9238, 568345.3452, 567534.0355, 557590.1901, 4753901.5757, 4763885.3191, 4763007.8777, 4753024.3886, 4753901.5757))"
647,10kmE491N224,-41.861174947547916,-44.03618240356445,3.890243902439024,4,"list(c(558400.9238, 559212.5517, 569157.5431, 568345.3452, 558400.9238, 4763885.3191, 4773868.4124, 4772990.7192, 4763007.8777, 4763885.3191))"
648,10kmE491N225,31.765967104898458,29.230030059814453,3.704595185995624,4,"list(c(559212.5517, 560025.072, 569970.6277, 569157.5431, 559212.5517, 4773868.4124, 4783850.8624, 4782972.9196, 4772990.7192, 4773868.4124))"
663,10kmE492N221,-71.88996124322237,-81.47248077392578,3.767780172413793,4,"list(c(565914.0874, 566723.6157, 576667.2539, 575857.1344, 565914.0874, 4733055.4411, 4743040.2453, 4742161.4847, 4732176.9214, 4733055.4411))"
664,10kmE492N222,-95.10395563965568,-96.76921081542969,3.97010647010647,4,"list(c(566723.6157, 567534.0355, 577478.259, 576667.2539, 566723.6157, 4743040.2453, 4753024.3886, 4752145.3894, 4742161.4847, 4743040.2453))"
665,10kmE492N223,-8.283229898318206,-9.160177230834961,3.21011673151751,4,"list(c(567534.0355, 568345.3452, 578290.1481, 577478.259, 567534.0355, 4753024.3886, 4763007.8777, 4762128.6423, 4752145.3894, 4753024.3886))"
666,10kmE492N224,-7.633330141780072,-8.058260917663574,3.073950699533644,4,"list(c(568345.3452, 569157.5431, 579102.9196, 578290.1481, 568345.3452, 4763007.8777, 4772990.7192, 4772111.2499, 4762128.6423, 4763007.8777))"
667,10kmE492N225,110.21982755598808,108.65084075927734,1,1,"list(c(569157.5431, 569970.6277, 579916.5719, 579102.9196, 569157.5431, 4772990.7192, 4782972.9196, 4782093.2188, 4772111.2499, 4772990.7192))"
678,10kmE493N221,-53.483004061020864,-70.9412612915039,3.981503579952267,4,"list(c(575857.1344, 576667.2539, 586611.2965, 585800.5824, 575857.1344, 4732176.9214, 4742161.4847, 4741280.8889, 4731296.5486, 4732176.9214))"
679,10kmE493N222,-19.462450109968948,-27.958162307739258,3.849872773536896,4,"list(c(576667.2539, 577478.259, 587422.8904, 586611.2965, 576667.2539, 4742161.4847, 4752145.3894, 4751264.5731, 4741280.8889, 4742161.4847))"
680,10kmE493N223,-8.992088727262415,-8.191815376281738,1.89800796812749,2,"list(c(577478.259, 578290.1481, 588235.3624, 587422.8904, 577478.259, 4752145.3894, 4762128.6423, 4761247.6078, 4751264.5731, 4752145.3894))"
681,10kmE493N224,37.792078382656506,34.78338432312012,1.402985074626866,1,"list(c(578290.1481, 579102.9196, 589048.711, 588235.3624, 578290.1481, 4762128.6423, 4772111.2499, 4771229.9995, 4761247.6078, 4762128.6423))"
693,10kmE494N220,-122.47486783228267,-125.91085052490234,4.1012,4,"list(c(584990.7496, 585800.5824, 595744.4613, 594934.0245, 584990.7496, 4721311.5455, 4731296.5486, 4730414.3176, 4720429.5218, 4721311.5455))"
694,10kmE494N221,-64.19663357308167,-66.3787841796875,3.894794520547945,4,"list(c(585800.5824, 586611.2965, 596555.7735, 595744.4613, 585800.5824, 4731296.5486, 4741280.8889, 4740398.453, 4730414.3176, 4731296.5486))"
695,10kmE494N222,-15.272215239304375,-11.097137451171875,3.255874673629243,4,"list(c(586611.2965, 587422.8904, 597367.9597, 596555.7735, 586611.2965, 4741280.8889, 4751264.5731, 4750381.9346, 4740398.453, 4741280.8889))"
696,10kmE494N223,-1.073226863317864,-5.046756744384766,1.838235294117647,2,"list(c(587422.8904, 588235.3624, 598181.0181, 597367.9597, 587422.8904, 4751264.5731, 4761247.6078, 4760364.7691, 4750381.9346, 4751264.5731))"
709,10kmE495N220,-121.62426708436907,-138.07556915283203,3.948578595317726,4,"list(c(594934.0245, 595744.4613, 605688.8008, 604877.7566, 594934.0245, 4720429.5218, 4730414.3176, 4729530.2233, 4719545.6167, 4720429.5218))"
710,10kmE495N221,-52.062222584338095,-58.917724609375,3.861567339277335,4,"list(c(595744.4613, 596555.7735, 606500.7147, 605688.8008, 595744.4613, 4730414.3176, 4740398.453, 4739514.1718, 4729530.2233, 4730414.3176))"
711,10kmE495N222,12.570443544658541,8.860699653625488,2.1953125,2,"list(c(596555.7735, 597367.9597, 607313.4967, 606500.7147, 596555.7735, 4740398.453, 4750381.9346, 4749497.4689, 4739514.1718, 4740398.453))"
